asset_id,display_name_zh,runtime_name,category,source_file,source_object,source_version,mobile_policy,render_policy,triangle_budget,material_set,texture_set,landmark_id,status
CL.PROP.Source.073,,CL_PROP_Source_073,PROP,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.159,20260630,required,required,243,MAT_CL_TownAtlas_03,T_CL_TownAtlas_BaseColor_03_1024.png,,READY
CL.PROP.Source.074,,CL_PROP_Source_074,PROP,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.161,20260630,required,required,573,MAT_CL_TownAtlas_03,T_CL_TownAtlas_BaseColor_03_1024.png,,READY
CL.PROP.Source.075,,CL_PROP_Source_075,PROP,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.162,20260630,required,required,694,MAT_CL_TownAtlas_03,T_CL_TownAtlas_BaseColor_03_1024.png,,READY
CL.PROP.Source.076,,CL_PROP_Source_076,PROP,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.163,20260630,required,required,333,MAT_CL_TownAtlas_03,T_CL_TownAtlas_BaseColor_03_1024.png,,READY
CL.PROP.Source.077,,CL_PROP_Source_077,PROP,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.165,20260630,required,required,485,MAT_CL_TownAtlas_03,T_CL_TownAtlas_BaseColor_03_1024.png,,READY
CL.PROP.Source.078,,CL_PROP_Source_078,PROP,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.166,20260630,required,required,469,MAT_CL_TownAtlas_03,T_CL_TownAtlas_BaseColor_03_1024.png,,READY
CL.PROP.Source.079,,CL_PROP_Source_079,PROP,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.167,20260630,required,required,1508,MAT_CL_TownAtlas_03,T_CL_TownAtlas_BaseColor_03_1024.png,,READY
CL.PROP.Source.080,,CL_PROP_Source_080,PROP,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.168,20260630,required,required,1713,MAT_CL_TownAtlas_03,T_CL_TownAtlas_BaseColor_03_1024.png,,READY
CL.PROP.Source.081,,CL_PROP_Source_081,PROP,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.169,20260630,required,required,1159,MAT_CL_TownAtlas_03,T_CL_TownAtlas_BaseColor_03_1024.png,,READY
CL.PROP.Source.082,,CL_PROP_Source_082,PROP,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.170,20260630,required,required,1610,MAT_CL_TownAtlas_03,T_CL_TownAtlas_BaseColor_03_1024.png,,READY
CL.ROAD.CentralGardenRing.01,中心花园环,CL_ROAD_CentralGardenRing_01,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.037,20260630,required,required,14993,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,CENTRAL_GARDEN_RING,READY
CL.ROAD.PlazaPath.01,广场道路,CL_ROAD_PlazaPath_01,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,Mesh_0.007,20260630,required,required,1499,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,PLAZA_PATH,READY
CL.ROAD.PlazaRing.01,广场环路,CL_ROAD_PlazaRing_01,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,Mesh_0.005,20260630,required,required,1869,MAT_CL_Plaza,T_CL_Plaza_BaseColor_1024.png,PLAZA_RING,READY
CL.ROAD.Source.001,,CL_ROAD_Source_001,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,Mesh_0,20260630,required,required,1553,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.004,,CL_ROAD_Source_004,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,Mesh_0.008,20260630,required,required,269,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.005,,CL_ROAD_Source_005,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,Mesh_0.014,20260630,required,required,120,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.006,,CL_ROAD_Source_006,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,Mesh_0.015,20260630,required,required,258,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.007,,CL_ROAD_Source_007,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,Mesh_0.016,20260630,required,required,279,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.008,,CL_ROAD_Source_008,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,Mesh_0.017,20260630,required,required,230,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.009,,CL_ROAD_Source_009,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.002,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.010,,CL_ROAD_Source_010,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.020,20260630,required,required,710,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.011,,CL_ROAD_Source_011,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.022,20260630,required,required,157,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.012,,CL_ROAD_Source_012,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.028,20260630,required,required,786,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.014,,CL_ROAD_Source_014,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.038,20260630,required,required,161,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.015,,CL_ROAD_Source_015,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.056,20260630,required,required,161,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.016,,CL_ROAD_Source_016,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.059,20260630,required,required,161,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.017,,CL_ROAD_Source_017,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.060,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.018,,CL_ROAD_Source_018,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.061,20260630,required,required,161,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.019,,CL_ROAD_Source_019,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.062,20260630,required,required,161,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.020,,CL_ROAD_Source_020,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.063,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.021,,CL_ROAD_Source_021,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.064,20260630,required,required,161,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.022,,CL_ROAD_Source_022,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.066,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.023,,CL_ROAD_Source_023,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.067,20260630,required,required,161,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.024,,CL_ROAD_Source_024,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.068,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.025,,CL_ROAD_Source_025,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.069,20260630,required,required,161,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.026,,CL_ROAD_Source_026,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.070,20260630,required,required,161,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.027,,CL_ROAD_Source_027,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.071,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.028,,CL_ROAD_Source_028,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.072,20260630,required,required,161,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.029,,CL_ROAD_Source_029,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.073,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.030,,CL_ROAD_Source_030,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.074,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.031,,CL_ROAD_Source_031,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.075,20260630,required,required,161,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.032,,CL_ROAD_Source_032,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.076,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.033,,CL_ROAD_Source_033,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.077,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.034,,CL_ROAD_Source_034,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.078,20260630,required,required,161,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.035,,CL_ROAD_Source_035,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.079,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.036,,CL_ROAD_Source_036,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.080,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.037,,CL_ROAD_Source_037,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.081,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.038,,CL_ROAD_Source_038,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.082,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.039,,CL_ROAD_Source_039,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.083,20260630,required,required,162,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.040,,CL_ROAD_Source_040,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.084,20260630,required,required,161,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.041,,CL_ROAD_Source_041,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.085,20260630,required,required,161,MAT_CL_TownAtlas_01,T_CL_TownAtlas_BaseColor_01_1024.png,,READY
CL.ROAD.Source.042,,CL_ROAD_Source_042,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.086,20260630,required,required,161,MAT_CL_TownAtlas_02,T_CL_TownAtlas_BaseColor_02_1024.png,,READY
CL.ROAD.Source.043,,CL_ROAD_Source_043,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.087,20260630,required,required,161,MAT_CL_TownAtlas_02,T_CL_TownAtlas_BaseColor_02_1024.png,,READY
CL.ROAD.Source.044,,CL_ROAD_Source_044,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.088,20260630,required,required,161,MAT_CL_TownAtlas_02,T_CL_TownAtlas_BaseColor_02_1024.png,,READY
CL.ROAD.Source.045,,CL_ROAD_Source_045,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.089,20260630,required,required,161,MAT_CL_TownAtlas_02,T_CL_TownAtlas_BaseColor_02_1024.png,,READY
CL.ROAD.Source.046,,CL_ROAD_Source_046,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.090,20260630,required,required,161,MAT_CL_TownAtlas_02,T_CL_TownAtlas_BaseColor_02_1024.png,,READY
CL.ROAD.Source.047,,CL_ROAD_Source_047,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.091,20260630,required,required,495,MAT_CL_TownAtlas_02,T_CL_TownAtlas_BaseColor_02_1024.png,,READY
CL.ROAD.Source.048,,CL_ROAD_Source_048,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.092,20260630,required,required,690,MAT_CL_TownAtlas_02,T_CL_TownAtlas_BaseColor_02_1024.png,,READY
CL.ROAD.Source.049,,CL_ROAD_Source_049,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.094,20260630,required,required,161,MAT_CL_TownAtlas_02,T_CL_TownAtlas_BaseColor_02_1024.png,,READY
CL.ROAD.Source.050,,CL_ROAD_Source_050,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.095,20260630,required,required,162,MAT_CL_TownAtlas_02,T_CL_TownAtlas_BaseColor_02_1024.png,,READY
CL.ROAD.Source.051,,CL_ROAD_Source_051,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.096,20260630,required,required,162,MAT_CL_TownAtlas_02,T_CL_TownAtlas_BaseColor_02_1024.png,,READY
CL.ROAD.Source.052,,CL_ROAD_Source_052,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.097,20260630,required,required,162,MAT_CL_TownAtlas_02,T_CL_TownAtlas_BaseColor_02_1024.png,,READY
CL.ROAD.Source.053,,CL_ROAD_Source_053,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.098,20260630,required,required,162,MAT_CL_TownAtlas_02,T_CL_TownAtlas_BaseColor_02_1024.png,,READY
CL.ROAD.Source.054,,CL_ROAD_Source_054,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.099,20260630,required,required,695,MAT_CL_TownAtlas_02,T_CL_TownAtlas_BaseColor_02_1024.png,,READY
CL.ROAD.Source.055,,CL_ROAD_Source_055,ROAD,03-3d-models/catlife-town/current/catlife_v2_island_grass_style_no_skybox_20260630.blend,node_0.127,20260630,required,required,157,MAT_CL_TownAtlas_02,T_CL_TownAtlas_BaseColor_02_1024.png,,READY
